id,title,identifier,score_all,name
105,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
106,"Sr. Manager, Data Science",15-1111.00,0.8253666912930928,Computer and Information Research Scientists
107,"Manager of Data Science, RACE21",15-1111.00,0.9015842439017335,Computer and Information Research Scientists
108,"Applied Science Intern, Machine Learning (Canada)",15-1111.00,0.8252386346071228,Computer and Information Research Scientists
109,Business Intelligence Analyst,15-1121.00,0.8702250694434317,Computer Systems Analysts
110,Machine Learning Engineer,15-1111.00,0.8477077787185887,Computer and Information Research Scientists
111,"Algorithm Developer (data science, C++, Java,Node JS, 4 year...",15-1141.00,0.7662358630184112,Database Administrators
112,Business Intelligence Developer (Contract),15-1199.08,0.8178698943550424,Business Intelligence Analysts
113,"Senior Data Analyst, Cross Product Portfolio",15-1121.00,0.8968850682736087,Computer Systems Analysts
114,"Senior Data Analyst, Cross Product Portfolio",15-1121.00,0.8968850682736087,Computer Systems Analysts
115,"Senior Data Analyst, Supply Chain & Product Analytics",15-1199.07,0.8812811770332418,Data Warehousing Specialists
116,Human Resources Data Scientist,15-1111.00,0.7372250633903602,Computer and Information Research Scientists
117,Business Intelligence Analyst,15-1199.08,0.8663985408978038,Business Intelligence Analysts
118,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
119,Data Scientist,15-1111.00,0.8838952381171774,Computer and Information Research Scientists
120,Mine Planning Engineer,15-1199.02,0.8007356831936462,Computer Systems Engineers/Architects
121,Human Resources Administrator,15-1141.00,0.77895979311491,Database Administrators
122,Software Engineer,15-1133.00,0.9071426184964927,"Software Developers, Systems Software"
123,Electronics Engineer,15-1133.00,0.8081860098904674,"Software Developers, Systems Software"
124,Customer Service Representative,15-1121.00,0.7425469882287469,Computer Systems Analysts
125,Construction Site Superintendent,15-1199.06,0.6745772645640573,Database Architects
126,Data Center Operations Engineer,15-1121.00,0.8476567114671293,Computer Systems Analysts
127,Junior Data Engineer,15-1199.07,0.8927472945592186,Data Warehousing Specialists
128,Big Data Engineer,15-1199.07,0.8481927648703177,Data Warehousing Specialists
129,Data Engineer III,15-1199.07,0.865721663827632,Data Warehousing Specialists
130,Haskell and Data Engineer,15-1133.00,0.8832720741551751,"Software Developers, Systems Software"
131,Engineer in Training,15-1133.00,0.7777460591826144,"Software Developers, Systems Software"
132,"Sales Engineer, Data Analytics, Google Cloud",15-1199.07,0.8116682756744779,Data Warehousing Specialists
133,Data Engineer II,15-1141.00,0.870581707946489,Database Administrators
134,Incident Response Engineer,19-2099.01,0.6636016109389329,Remote Sensing Scientists and Technologists
135,Data Center Operations Engineer,15-1121.00,0.8476567114671293,Computer Systems Analysts
136,We have Data-center Technician Opening,15-1199.07,0.7770720315912697,Data Warehousing Specialists
137,Data Engineer,15-1199.07,0.8888390148486569,Data Warehousing Specialists
138,Data Engineer,15-1199.07,0.8888390148486569,Data Warehousing Specialists
139,Data Storage and Protection Consultant,15-1199.07,0.8548807434372347,Data Warehousing Specialists
140,Control System Engineer,15-1121.00,0.8668028910926984,Computer Systems Analysts
141,SURVEYORS,15-1199.02,0.6875115841790952,Computer Systems Engineers/Architects
142,Data Engineer,15-1111.00,0.881095605221087,Computer and Information Research Scientists
143,"Data Engineer, Omnia AI",15-1133.00,0.8502917113387662,"Software Developers, Systems Software"
144,AWS Data Analytics Engineer,15-1199.07,0.7948697445171572,Data Warehousing Specialists
145,Data Engineer,15-1199.07,0.8418759654850955,Data Warehousing Specialists
146,Software Engineer I,15-1111.00,0.8922550497762416,Computer and Information Research Scientists
147,"Quality Assurance Engineer, R&D",15-1111.00,0.8472392491199764,Computer and Information Research Scientists
148,"Specialist, Data Engineer",15-1199.07,0.9019677149639376,Data Warehousing Specialists
149,Data Engineer - Gears of War - The Coalition,15-1121.00,0.8600371805872908,Computer Systems Analysts
150,Robotics Engineer - Supporting,15-1133.00,0.7844732395244033,"Software Developers, Systems Software"
151,Machine Learning Engineer / Data Analyst,15-1111.00,0.8626101121284915,Computer and Information Research Scientists
152,Embedded R&D Engineer,15-1133.00,0.818777631862361,"Software Developers, Systems Software"
153,Sr. Network Engineer,15-1133.00,0.790108014883998,"Software Developers, Systems Software"
154,Mine Planning Engineer,15-1199.02,0.8007356831936462,Computer Systems Engineers/Architects
155,Sr. Network Engineer,15-1133.00,0.790108014883998,"Software Developers, Systems Software"
156,Embedded R&D Engineer,15-1133.00,0.818777631862361,"Software Developers, Systems Software"
157,"Engineer, Quality, Desktop - Quality",15-1133.00,0.7260913165367888,"Software Developers, Systems Software"
158,"Big Data Engineer, Omnia AI",15-1133.00,0.8352659651413419,"Software Developers, Systems Software"
159,Data Engineer,15-1199.07,0.8881154332892627,Data Warehousing Specialists
160,Data Engineer - Contract,15-1199.07,0.8783324469121423,Data Warehousing Specialists
161,Senior Incident Response Engineer,15-1122.00,0.7202478457328938,Information Security Analysts
162,Radio Access Network (RAN) Performance Engineer,15-1111.00,0.8277134742121472,Computer and Information Research Scientists
163,Data Validation Intern,15-1141.00,0.7530695749306329,Database Administrators
164,Research Engineer,15-2041.00,0.8782903409709418,Statisticians
165,"Data Scientist, AI@Unity",15-1111.00,0.8764307613317291,Computer and Information Research Scientists
166,Control System Engineer,15-1121.00,0.8668028910926984,Computer Systems Analysts
167,SURVEYORS,15-1199.02,0.6875115841790952,Computer Systems Engineers/Architects
168,Mine Planning Engineer,15-1199.02,0.8007356831936462,Computer Systems Engineers/Architects
169,Data Engineer,15-1199.07,0.8888390148486569,Data Warehousing Specialists
170,Data Storage and Protection Consultant,15-1199.07,0.8548807434372347,Data Warehousing Specialists
171,SURVEYORS,15-1199.02,0.6875115841790952,Computer Systems Engineers/Architects
172,Embedded R&D Engineer,15-1133.00,0.818777631862361,"Software Developers, Systems Software"
173,Quality Engineer - Quality,15-1121.00,0.6717406703761511,Computer Systems Analysts
174,Big Data Engineer - DF,15-1199.07,0.8736850387353189,Data Warehousing Specialists
175,Software Engineer In Test,15-1133.00,0.8843532328106224,"Software Developers, Systems Software"
176,Software Engineer Generalist,15-1111.00,0.8965333476165359,Computer and Information Research Scientists
177,Hardware Engineer - Intermediate,15-1133.00,0.8264678944334507,"Software Developers, Systems Software"
178,Entry Level Equipment Engineer - Western Canada,15-1133.00,0.7688206164110815,"Software Developers, Systems Software"
179,Software Development Engineer: Co-Op Vancouver (Summer),15-1133.00,0.833551385707441,"Software Developers, Systems Software"
180,Business Inteligence Engineer II,15-1111.00,0.8975747363540568,Computer and Information Research Scientists
181,Software Engineer Intern - Fall,15-1133.00,0.8685199601288869,"Software Developers, Systems Software"
182,Software Development Engineer in Test (SDET),15-1133.00,0.9038951383294006,"Software Developers, Systems Software"
183,Control System Engineer,15-1121.00,0.8668028910926984,Computer Systems Analysts
184,Sr. Network Engineer,15-1133.00,0.790108014883998,"Software Developers, Systems Software"
185,Mine Planning Engineer,15-1199.02,0.8007356831936462,Computer Systems Engineers/Architects
186,Data Engineer,15-1199.07,0.8888390148486569,Data Warehousing Specialists
187,Data Storage and Protection Consultant,15-1199.07,0.8548807434372347,Data Warehousing Specialists
188,Project Engineer,15-1199.02,0.7834275834806946,Computer Systems Engineers/Architects
189,Software Engineer,15-1133.00,0.8805974897770328,"Software Developers, Systems Software"
190,Supply Chain Specialist,15-1121.00,0.7647644557488023,Computer Systems Analysts
191,Codes and Standards (Certification) Engineer,15-1133.00,0.7967542724678339,"Software Developers, Systems Software"
192,Back End Software Engineer,15-1133.00,0.9109254394970584,"Software Developers, Systems Software"
193,Senior Data Engineer,15-1111.00,0.8906822903569209,Computer and Information Research Scientists
194,Big Data Engineer,15-1199.07,0.8499497853286745,Data Warehousing Specialists
195,Data Engineer,15-1199.07,0.8573715155328692,Data Warehousing Specialists
196,Senior Data Engineer,15-1111.00,0.8793713146115064,Computer and Information Research Scientists
197,Software Engineer (Fullstack),15-1133.00,0.911337882471058,"Software Developers, Systems Software"
198,Control System Engineer,15-1121.00,0.8668028910926984,Computer Systems Analysts
199,Embedded R&D Engineer,15-1133.00,0.818777631862361,"Software Developers, Systems Software"
200,Sr. Network Engineer,15-1133.00,0.790108014883998,"Software Developers, Systems Software"
201,Mine Planning Engineer,15-1199.02,0.8007356831936462,Computer Systems Engineers/Architects
202,SURVEYORS,15-1199.02,0.6875115841790952,Computer Systems Engineers/Architects
203,Data Storage and Protection Consultant,15-1199.07,0.8548807434372347,Data Warehousing Specialists
204,Data Engineer,15-1199.07,0.8888390148486569,Data Warehousing Specialists
205,Data Engineers - Hadoop,15-1199.07,0.8722667762058857,Data Warehousing Specialists
206,Staff Performance Engineer,15-1121.00,0.8152975242563598,Computer Systems Analysts
207,Software Engineer (Data Pipeline) - Advanced level,15-1199.07,0.8574033761230027,Data Warehousing Specialists
208,Data Engineer,15-1199.07,0.8881154332892627,Data Warehousing Specialists
209,Software Engineer (Backend),15-1133.00,0.8835039837510821,"Software Developers, Systems Software"
210,Software Engineer,15-1133.00,0.8433353376913175,"Software Developers, Systems Software"
211,Staff Quality Engineer,15-1133.00,0.8882976474828169,"Software Developers, Systems Software"
212,Compliance Engineer,15-1133.00,0.7641709657346525,"Software Developers, Systems Software"
213,Data Software Engineer - FIFA,15-1199.07,0.8958582348903691,Data Warehousing Specialists
214,Control System Engineer,15-1121.00,0.8668028910926984,Computer Systems Analysts
215,Embedded R&D Engineer,15-1133.00,0.818777631862361,"Software Developers, Systems Software"
216,Sr. Network Engineer,15-1133.00,0.790108014883998,"Software Developers, Systems Software"
217,Mine Planning Engineer,15-1199.02,0.8007356831936462,Computer Systems Engineers/Architects
218,SURVEYORS,15-1199.02,0.6875115841790952,Computer Systems Engineers/Architects
219,Data Storage and Protection Consultant,15-1199.07,0.8548807434372347,Data Warehousing Specialists
220,Data Engineer,15-1199.07,0.8888390148486569,Data Warehousing Specialists
221,SURVEYORS,15-1199.02,0.6875115841790952,Computer Systems Engineers/Architects
222,Control System Engineer,15-1121.00,0.8668028910926984,Computer Systems Analysts
223,Embedded R&D Engineer,15-1133.00,0.818777631862361,"Software Developers, Systems Software"
224,Anti-Cheat Software Engineer - EA SPORTS,15-1111.00,0.8547931184597481,Computer and Information Research Scientists
225,Intermediate Mechanical Engineer,15-1133.00,0.8289861653607106,"Software Developers, Systems Software"
226,Software Development Engineer Intern,15-1133.00,0.8817909625316093,"Software Developers, Systems Software"
227,DevOps Engineer,15-1133.00,0.8415098927222044,"Software Developers, Systems Software"
228,Database Reliability Engineer,15-1141.00,0.810418307582918,Database Administrators
229,Junior Software Development Engineer (Embedded),15-1133.00,0.896549624549107,"Software Developers, Systems Software"
230,Product Support Engineer,15-1111.00,0.9102790307820054,Computer and Information Research Scientists
231,Senior Data Engineer,15-1199.06,0.8854496884271716,Database Architects
232,DevOps Engineer,15-1199.02,0.48503833457901546,Computer Systems Engineers/Architects
233,Sr. Network Engineer,15-1133.00,0.790108014883998,"Software Developers, Systems Software"
234,Mine Planning Engineer,15-1199.02,0.8007356831936462,Computer Systems Engineers/Architects
235,Data Engineer,15-1199.07,0.8888390148486569,Data Warehousing Specialists
236,Data Storage and Protection Consultant,15-1199.07,0.8548807434372347,Data Warehousing Specialists
237,Field Service Engineer,15-1133.00,0.8018850619819666,"Software Developers, Systems Software"
238,Junior Software Development Engineer in Test,15-1133.00,0.865469170056255,"Software Developers, Systems Software"
239,Systems Engineer - Cisco Umbrella,15-1133.00,0.8402011207825012,"Software Developers, Systems Software"
240,Research Engineer,15-1111.00,0.8720301281493482,Computer and Information Research Scientists
241,Staff Software Engineer - Mobile,15-1133.00,0.9054867080085102,"Software Developers, Systems Software"
242,Data Scientist,15-1111.00,0.9164274447392922,Computer and Information Research Scientists
243,Integration Sales Engineer,15-1133.00,0.829190239267033,"Software Developers, Systems Software"
244,DevOps Engineer (Unify),15-1199.06,0.8617252920546159,Database Architects
245,"Staff Engineer, Embedded Software",15-1133.00,0.903616111405354,"Software Developers, Systems Software"
246,Fuel Cell Engineer – Electrochemical Systems,15-1133.00,0.7437260136946133,"Software Developers, Systems Software"
247,Control System Engineer,15-1121.00,0.8668028910926984,Computer Systems Analysts
248,Embedded R&D Engineer,15-1133.00,0.818777631862361,"Software Developers, Systems Software"
249,Sr. Network Engineer,15-1133.00,0.790108014883998,"Software Developers, Systems Software"
250,Mine Planning Engineer,15-1199.02,0.8007356831936462,Computer Systems Engineers/Architects
251,SURVEYORS,15-1199.02,0.6875115841790952,Computer Systems Engineers/Architects
252,Data Storage and Protection Consultant,15-1199.07,0.8548807434372347,Data Warehousing Specialists
253,Data Engineer,15-1199.07,0.8888390148486569,Data Warehousing Specialists
254,Software QA Engineer,15-1133.00,0.8783505730888567,"Software Developers, Systems Software"
255,Test Engineer,15-1111.00,0.7975237267423028,Computer and Information Research Scientists
256,Data Architect (Advanced Analytics),15-1199.06,0.8763112511133943,Database Architects
257,Intermediate Software Development Engineer in Test,15-1133.00,0.8825926993719876,"Software Developers, Systems Software"
258,Software Engineer,15-1133.00,0.9198802553986666,"Software Developers, Systems Software"
259,"Procurement Coordinator, Regional",15-1121.00,0.7660442138925345,Computer Systems Analysts
260,Senior Backend Engineer - Data Collection,15-1133.00,0.8850931315534398,"Software Developers, Systems Software"
261,"Sales Support Specialist, Customer Engagement and Experience",15-1121.00,0.8295991628082026,Computer Systems Analysts
262,Software Engineer,15-1133.00,0.9163328132774942,"Software Developers, Systems Software"
263,Associate Cloud Operations Engineer,15-1121.00,0.794503282567992,Computer Systems Analysts
264,Control System Engineer,15-1121.00,0.8668028910926984,Computer Systems Analysts
265,Embedded R&D Engineer,15-1133.00,0.818777631862361,"Software Developers, Systems Software"
266,Sr. Network Engineer,15-1133.00,0.790108014883998,"Software Developers, Systems Software"
267,Mine Planning Engineer,15-1199.02,0.8007356831936462,Computer Systems Engineers/Architects
268,SURVEYORS,15-1199.02,0.6875115841790952,Computer Systems Engineers/Architects
269,Data Storage and Protection Consultant,15-1199.07,0.8548807434372347,Data Warehousing Specialists
270,Data Engineer,15-1199.07,0.8888390148486569,Data Warehousing Specialists
271,Software Engineer,15-1133.00,0.9163328132774942,"Software Developers, Systems Software"
272,New Grad Engineers/Scientists,19-1029.01,0.7291944513328721,Bioinformatics Scientists
273,Software Development Engineer in Test,15-1133.00,0.8977925018562842,"Software Developers, Systems Software"
274,Data Software Engineer - FIFA (temporary),15-1199.07,0.9037121591437796,Data Warehousing Specialists
275,Civil/Municipal Drainage Engineer,15-1199.02,0.753510679190421,Computer Systems Engineers/Architects
276,Supply Chain Engineer,15-1199.07,0.7663708965085063,Data Warehousing Specialists
277,Software Development Engineer Intern - Summer 2020 (Canada),15-1121.00,0.833480641487063,Computer Systems Analysts
278,Lead Software Development Engineer,15-1121.00,0.8626896975288915,Computer Systems Analysts
279,Nanofabrication Engineer,15-2021.00,0.7454575118392882,Mathematicians
280,Growth Engineer,15-1121.00,0.7666883888302053,Computer Systems Analysts
281,Control System Engineer,15-1121.00,0.8668028910926984,Computer Systems Analysts
282,Embedded R&D Engineer,15-1133.00,0.818777631862361,"Software Developers, Systems Software"
283,Sr. Network Engineer,15-1133.00,0.790108014883998,"Software Developers, Systems Software"
284,Mine Planning Engineer,15-1199.02,0.8007356831936462,Computer Systems Engineers/Architects
285,SURVEYORS,15-1199.02,0.6875115841790952,Computer Systems Engineers/Architects
286,Data Storage and Protection Consultant,15-1199.07,0.8548807434372347,Data Warehousing Specialists
287,Data Engineer,15-1199.07,0.8888390148486569,Data Warehousing Specialists
288,Information Systems Software Programmer and Test Engineer,15-1133.00,0.9454168675486618,"Software Developers, Systems Software"
289,Data Analyst,13-2099.01,0.8557967744918021,Financial Quantitative Analysts
290,Business Intelligence Analyst,15-1199.08,0.8892696319727472,Business Intelligence Analysts
291,Business Process Analyst,15-1121.00,0.8947342683231394,Computer Systems Analysts
292,Business Intelligence Analyst,15-1199.08,0.8663985408978038,Business Intelligence Analysts
293,Business Analyst,15-1199.08,0.8837708499339001,Business Intelligence Analysts
294,Business Analyst / Developer,15-1199.08,0.8660952327620955,Business Intelligence Analysts
295,Calabrio Data and Reporting Analyst,15-1199.08,0.9208114661046991,Business Intelligence Analysts
296,Research Analyst,13-2099.01,0.9263443776381033,Financial Quantitative Analysts
297,Data Analyst - Summer 2020 Co-op,15-1121.00,0.8224492387349426,Computer Systems Analysts
298,Data Analyst,15-1199.08,0.8598166624904238,Business Intelligence Analysts
299,Data Analyst,13-2099.01,0.8316788425464411,Financial Quantitative Analysts
300,Data Analyst,15-1199.08,0.849332552478024,Business Intelligence Analysts
301,Research and Reporting Analyst,13-2099.01,0.9207660609213076,Financial Quantitative Analysts
302,Data Analyst,13-2099.01,0.8433437517397279,Financial Quantitative Analysts
303,Business Analyst,15-1199.08,0.899663524497302,Business Intelligence Analysts
304,Research Analyst (Entry Level Welcome),15-1121.00,0.8523088928295602,Computer Systems Analysts
305,Data Analyst - 289578,13-2099.01,0.8678582071692464,Financial Quantitative Analysts
306,Reporting and Database Programmer/Analyst,15-1141.00,0.8414218950867199,Database Administrators
307,Business Intelligence Analyst,15-1199.08,0.8892696319727472,Business Intelligence Analysts
308,Reporting and Database Programmer/Analyst,15-1141.00,0.8414218950867199,Database Administrators
309,Business Analyst,15-1199.08,0.8837708499339001,Business Intelligence Analysts
310,Business Process Analyst,15-1121.00,0.8947342683231394,Computer Systems Analysts
311,Business Intelligence Analyst,15-1199.08,0.8663985408978038,Business Intelligence Analysts
312,Analyst,15-2041.00,0.8515560402424069,Statisticians
313,Support Service Analyst-Data Center Operations,15-1121.00,0.874413892563542,Computer Systems Analysts
314,Data Analyst,15-1121.00,0.8622713019980452,Computer Systems Analysts
315,Business Process Improvement Analyst,15-1121.00,0.8864627903989044,Computer Systems Analysts
316,"Sr Data Analyst, UFC Mobile",15-1199.04,0.8296157117493118,Geospatial Information Scientists and Technologists
317,Senior Data Analyst,15-1199.08,0.8770987150425584,Business Intelligence Analysts
318,Data Analyst,13-2099.01,0.8433437517397279,Financial Quantitative Analysts
319,FP&A Analyst,15-1121.00,0.8717187423377476,Computer Systems Analysts
320,Business Application Support Analyst,15-1121.00,0.8959500708183041,Computer Systems Analysts
321,Certified Data Analyst,15-1199.07,0.84185356178725,Data Warehousing Specialists
322,Business Analyst / Developer,15-1199.08,0.8660952327620955,Business Intelligence Analysts
323,Data Analyst - 289578,13-2099.01,0.8678582071692464,Financial Quantitative Analysts
324,Data Analyst,13-2099.01,0.8557967744918021,Financial Quantitative Analysts
325,Business Process Analyst,15-1121.00,0.8947342683231394,Computer Systems Analysts
326,Business Analyst / Developer,15-1199.08,0.8660952327620955,Business Intelligence Analysts
327,Business Analyst,15-1199.08,0.899663524497302,Business Intelligence Analysts
328,Systems Analyst (Business Analyst 2),15-1199.08,0.9194696927502448,Business Intelligence Analysts
329,Data Analyst,15-1111.00,0.8920004697513135,Computer and Information Research Scientists
330,Senior Data Analyst,13-2099.01,0.855338990672399,Financial Quantitative Analysts
331,BI and Application Developer,15-1141.00,0.6605695409433949,Database Administrators
332,Machine Learning Engineer / Data Analyst,15-1111.00,0.8626101121284915,Computer and Information Research Scientists
333,Quality Assurance Analyst I,15-1121.00,0.9404058771503956,Computer Systems Analysts
334,Quality Control Analyst,13-2099.01,0.8620083895991824,Financial Quantitative Analysts
335,Data Management Analyst Developer (Contract),15-1199.08,0.9236079430746434,Business Intelligence Analysts
336,Senior Game Data Analyst,15-1199.07,0.8301730855475874,Data Warehousing Specialists
337,Business Analyst,15-1199.08,0.8837708499339001,Business Intelligence Analysts
338,Business Intelligence Analyst,15-1199.08,0.8663985408978038,Business Intelligence Analysts
339,Reporting and Database Programmer/Analyst,15-1141.00,0.8414218950867199,Database Administrators
